event_name,bracket_stage,match_id,match_datetime,map_name,team1_name,team1_score,team2_name,team2_score,player_name,player_team,agent_played,rating_2_0,ACS,KDRatio,KAST_pct,ADR,total_kills,total_deaths,total_assists,game_type
Champions Tour 2024: EMEA Stage 2,"Playoffs: 
						Grand Final",371283,"Saturday, July 20th 9:00 AM PDT",Lotus,FNATIC,13.0,Team Vitality,9.0,Boaster,FNC,omen,0.95,154.0,0.786,,89.0,11.0,14.0,16.0,Playoffs
Champions Tour 2024: EMEA Stage 2,"Playoffs: 
						Grand Final",371283,"Saturday, July 20th 9:00 AM PDT",Bind,FNATIC,13.0,Team Vitality,3.0,Boaster,FNC,viper,1.54,320.0,2.25,,199.0,18.0,8.0,8.0,Playoffs
Red Bull Home Ground,"Main Event: 
						Semifinals",9311,"Saturday, January 30th 8:15 AM PST",Bind,Team Liquid,5.0,SUMN FC,13.0,Boaster,SUMN,brimstone,,253.0,1.167,,170.0,14.0,12.0,15.0,Playoffs
Red Bull Home Ground,"Main Event: 
						Semifinals",9311,"Saturday, January 30th 8:15 AM PST",Icebox,Team Liquid,13.0,SUMN FC,7.0,Boaster,SUMN,sova,,187.0,0.647,,138.0,11.0,17.0,5.0,Playoffs
Red Bull Home Ground,"Main Event: 
						Semifinals",9311,"Saturday, January 30th 8:15 AM PST",Haven,Team Liquid,12.0,SUMN FC,14.0,Boaster,SUMN,breach,,208.0,1.176,,113.0,20.0,17.0,12.0,Playoffs
Red Bull Home Ground,"Main Event: 
						Semifinals",9311,"Saturday, January 30th 8:15 AM PST",Split,Team Liquid,13.0,SUMN FC,8.0,Boaster,SUMN,breach,,115.0,0.4,,79.0,8.0,20.0,8.0,Playoffs
Red Bull Home Ground,"Main Event: 
						Semifinals",9311,"Saturday, January 30th 8:15 AM PST",Ascent,Team Liquid,13.0,SUMN FC,6.0,Boaster,SUMN,breach,,89.0,0.357,,64.0,5.0,14.0,1.0,Playoffs
First Strike: Europe,"Main Event: 
						Semifinals",7100,"Saturday, December 5th 11:30 AM PST",Split,SUMN FC,4.0,FunPlus Phoenix,13.0,Boaster,SUMN,breach,,92.0,0.231,,64.0,3.0,13.0,11.0,Playoffs
First Strike: Europe,"Main Event: 
						Semifinals",7100,"Saturday, December 5th 11:30 AM PST",Haven,SUMN FC,13.0,FunPlus Phoenix,8.0,Boaster,SUMN,breach,,163.0,0.923,,94.0,12.0,13.0,13.0,Playoffs
First Strike: Europe,"Main Event: 
						Semifinals",7100,"Saturday, December 5th 11:30 AM PST",Bind,SUMN FC,13.0,FunPlus Phoenix,6.0,Boaster,SUMN,omen,,168.0,1.0,,95.0,12.0,12.0,6.0,Playoffs
Riot Games ONE 2024,"Pro Invitational: 
						Day 1",423494,"Saturday, December 14th 4:00 AM PST",Unknown,Unknown,,Unknown,,Boaster,FNC,astra,1.48,187.0,,,130.0,11.0,4.0,7.0,Regular Season
LAVA Series,"#6: 
						Round of 16",2189,"Saturday, August 29th 12:00 PM PDT",Unknown,Unknown,,Unknown,,Boaster,SUMN,jett,,194.0,,,124.0,15.0,15.0,5.0,Playoffs
Champions Tour Stage 2: EMEA Challengers Playoffs,"Main Event: 
						Opening (A)",16825,"Saturday, April 24th 8:00 AM PDT",Haven,FNATIC,13.0,Oxygen Esports,7.0,Boaster,FNC,astra,1.14,195.0,1.455,,110.0,16.0,11.0,5.0,Regular Season
Champions Tour Stage 2: EMEA Challengers Playoffs,"Main Event: 
						Opening (A)",16825,"Saturday, April 24th 8:00 AM PDT",Icebox,FNATIC,13.0,Oxygen Esports,7.0,Boaster,FNC,sova,0.92,176.0,0.692,,121.0,9.0,13.0,11.0,Regular Season
Champions Tour Europe Stage 2: Challengers 2,"Main Event: 
						Semifinals",16481,"Saturday, April 17th 8:00 AM PDT",Haven,Team Vitality,9.0,FNATIC,13.0,Boaster,FNC,astra,1.34,240.0,1.571,,137.0,22.0,14.0,8.0,Playoffs
Champions Tour Europe Stage 2: Challengers 2,"Main Event: 
						Semifinals",16481,"Saturday, April 17th 8:00 AM PDT",Icebox,Team Vitality,10.0,FNATIC,13.0,Boaster,FNC,sova,0.9,189.0,0.875,,121.0,14.0,16.0,10.0,Playoffs
LVP Rising Series #3,"Playoffs: 
						Semifinals",35264,"Monday, September 6th 9:45 AM PDT",Icebox,TENSTAR,9.0,FNATIC,13.0,Boaster,FNC,sova,1.28,268.0,1.462,,158.0,19.0,13.0,7.0,Playoffs
LVP Rising Series #3,"Playoffs: 
						Semifinals",35264,"Monday, September 6th 9:45 AM PDT",Split,TENSTAR,13.0,FNATIC,8.0,Boaster,FNC,viper,0.74,169.0,0.706,,120.0,12.0,17.0,2.0,Playoffs
LVP Rising Series #3,"Playoffs: 
						Semifinals",35264,"Monday, September 6th 9:45 AM PDT",Haven,TENSTAR,13.0,FNATIC,11.0,Boaster,FNC,sova,0.79,134.0,0.6,,107.0,9.0,15.0,10.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Upper Round 1",19071,"Monday, May 24th 8:00 AM PDT",Haven,FNATIC,13.0,KRÜ Esports,5.0,Boaster,FNC,astra,0.81,170.0,0.917,,111.0,11.0,12.0,2.0,Regular Season
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Upper Round 1",19071,"Monday, May 24th 8:00 AM PDT",Icebox,FNATIC,13.0,KRÜ Esports,4.0,Boaster,FNC,sova,1.12,206.0,1.2,,127.0,12.0,10.0,7.0,Regular Season
Valorant Champions Tour Stage 2: Masters Copenhagen,"Playoffs: 
						Lower Round 2",112331,"Monday, July 18th 8:00 AM PDT",Fracture,FNATIC,14.0,LEVIATÁN,12.0,Boaster,FNC,brimstone,0.96,163.0,0.882,,94.0,15.0,17.0,14.0,Playoffs
Valorant Champions Tour Stage 2: Masters Copenhagen,"Playoffs: 
						Lower Round 2",112331,"Monday, July 18th 8:00 AM PDT",Ascent,FNATIC,10.0,LEVIATÁN,13.0,Boaster,FNC,omen,0.52,158.0,0.4,,117.0,8.0,20.0,11.0,Playoffs
Valorant Champions Tour Stage 2: Masters Copenhagen,"Playoffs: 
						Lower Round 2",112331,"Monday, July 18th 8:00 AM PDT",Bind,FNATIC,17.0,LEVIATÁN,15.0,Boaster,FNC,astra,1.44,296.0,1.55,,194.0,31.0,20.0,16.0,Playoffs
Champions Tour 2024: EMEA Stage 2,"Playoffs: 
						Knockout Round",371279,"Monday, July 15th 11:50 AM PDT",Icebox,FNATIC,7.0,Karmine Corp,13.0,Boaster,FNC,viper,0.93,192.0,0.929,,137.0,13.0,14.0,5.0,Playoffs
Champions Tour 2024: EMEA Stage 2,"Playoffs: 
						Knockout Round",371279,"Monday, July 15th 11:50 AM PDT",Sunset,FNATIC,15.0,Karmine Corp,13.0,Boaster,FNC,astra,0.73,160.0,0.667,,111.0,14.0,21.0,9.0,Playoffs
Champions Tour 2024: EMEA Stage 2,"Playoffs: 
						Knockout Round",371279,"Monday, July 15th 11:50 AM PDT",Lotus,FNATIC,13.0,Karmine Corp,6.0,Boaster,FNC,omen,1.08,189.0,1.154,,124.0,15.0,13.0,10.0,Playoffs
epic31 Online,"Playoffs: 
						Upper Round of 16",3772,"Friday, October 9th 1:00 PM PDT",Bind,SUMN FC,13.0,Lucent Esports,4.0,Boaster,SUMN,breach,,207.0,1.091,,103.0,12.0,11.0,8.0,Playoffs
epic31 Online,"Playoffs: 
						Upper Round of 16",3772,"Friday, October 9th 1:00 PM PDT",Split,SUMN FC,13.0,Lucent Esports,3.0,Boaster,SUMN,breach,,146.0,1.5,,94.0,9.0,6.0,14.0,Playoffs
BLAST Spike Nations #2,"Main Event: 
						Quarterfinals",43851,"Friday, October 8th 12:15 PM PDT",Unknown,Unknown,,Unknown,,Boaster,UK,astra,1.12,300.0,,,189.0,21.0,17.0,4.0,Playoffs
Red Bull Home Ground #2,"Playoffs: 
						Quarterfinals",49276,"Friday, November 5th 6:30 AM PDT",Split,Team Liquid,13.0,FNATIC,6.0,Boaster,FNC,breach,0.29,107.0,0.312,,76.0,5.0,16.0,4.0,Playoffs
Red Bull Home Ground #2,"Playoffs: 
						Quarterfinals",49276,"Friday, November 5th 6:30 AM PDT",Icebox,Team Liquid,13.0,FNATIC,8.0,Boaster,FNC,sova,0.64,147.0,0.5,,109.0,8.0,16.0,11.0,Playoffs
Red Bull Home Ground #4,"Main Event: 
						Round 2",283093,"Friday, November 3rd 2:35 AM PDT",Unknown,Unknown,,Unknown,,Boaster,FNC,astra,1.22,259.0,,,144.0,17.0,12.0,8.0,Regular Season
Red Bull Home Ground #5,"Main Event: 
						Round 3",424022,"Friday, November 22nd 6:20 AM PST",Haven,FNATIC,9.0,G2 Esports,13.0,Boaster,FNC,omen,0.89,165.0,0.765,,122.0,13.0,17.0,13.0,Regular Season
Red Bull Home Ground #5,"Main Event: 
						Round 3",424022,"Friday, November 22nd 6:20 AM PST",Bind,FNATIC,2.0,G2 Esports,13.0,Boaster,FNC,astra,0.16,75.0,0.2,,59.0,3.0,15.0,2.0,Regular Season
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Lower Round 3",19085,"Friday, May 28th 8:00 AM PDT",Icebox,Version1,12.0,FNATIC,14.0,Boaster,FNC,sova,0.85,178.0,0.882,,120.0,15.0,17.0,10.0,Regular Season
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Lower Round 3",19085,"Friday, May 28th 8:00 AM PDT",Ascent,Version1,6.0,FNATIC,13.0,Boaster,FNC,skye,1.13,222.0,1.5,,158.0,15.0,10.0,8.0,Regular Season
Champions Tour 2023: EMEA League,"Playoffs: 
						Upper Final",213197,"Friday, May 26th 8:00 AM PDT",Lotus,FNATIC,14.0,Team Liquid,12.0,Boaster,FNC,astra,0.96,171.0,0.941,,99.0,16.0,17.0,7.0,Playoffs
Champions Tour 2023: EMEA League,"Playoffs: 
						Upper Final",213197,"Friday, May 26th 8:00 AM PDT",Bind,FNATIC,13.0,Team Liquid,6.0,Boaster,FNC,brimstone,1.09,154.0,1.2,,97.0,12.0,10.0,7.0,Playoffs
VCT 2025: EMEA Stage 1,"Playoffs: 
						Upper Final",482515,"Friday, May 16th 8:00 AM PDT",Fracture,Team Heretics,6.0,FNATIC,13.0,Boaster,FNC,brimstone,1.06,219.0,1.154,,146.0,15.0,13.0,8.0,Playoffs
VCT 2025: EMEA Stage 1,"Playoffs: 
						Upper Final",482515,"Friday, May 16th 8:00 AM PDT",Icebox,Team Heretics,8.0,FNATIC,13.0,Boaster,FNC,viper,1.17,199.0,1.364,,126.0,15.0,11.0,4.0,Playoffs
Champions Tour 2024: EMEA Stage 1,"Playoffs: 
						Upper Final",341820,"Friday, May 10th 8:00 AM PDT",Lotus,FNATIC,13.0,Team Heretics,15.0,Boaster,FNC,omen,0.48,94.0,0.5,,53.0,9.0,18.0,9.0,Playoffs
Champions Tour 2024: EMEA Stage 1,"Playoffs: 
						Upper Final",341820,"Friday, May 10th 8:00 AM PDT",Breeze,FNATIC,4.0,Team Heretics,13.0,Boaster,FNC,viper,0.91,231.0,0.875,,132.0,14.0,16.0,5.0,Playoffs
Champions Tour 2023: LOCK//IN São Paulo,"Playoffs: 
						Semifinals",167392,"Friday, March 3rd 9:00 AM PST",Haven,Natus Vincere,11.0,FNATIC,13.0,Boaster,FNC,astra,0.88,195.0,0.824,,119.0,14.0,17.0,8.0,Playoffs
Champions Tour 2023: LOCK//IN São Paulo,"Playoffs: 
						Semifinals",167392,"Friday, March 3rd 9:00 AM PST",Lotus,Natus Vincere,4.0,FNATIC,13.0,Boaster,FNC,astra,1.31,229.0,1.667,,131.0,15.0,9.0,3.0,Playoffs
Champions Tour 2023: LOCK//IN São Paulo,"Playoffs: 
						Semifinals",167392,"Friday, March 3rd 9:00 AM PST",Fracture,Natus Vincere,11.0,FNATIC,13.0,Boaster,FNC,brimstone,1.01,179.0,0.938,,119.0,15.0,16.0,9.0,Playoffs
Champions Tour Stage 1: EMEA Challengers,"Playoffs: 
						Upper Final",79077,"Friday, March 25th 8:00 AM PDT",Split,FNATIC,0.0,FunPlus Phoenix,13.0,Boaster,FNC,kayo,0.67,163.0,0.385,,119.0,5.0,13.0,8.0,Playoffs
Champions Tour Stage 1: EMEA Challengers,"Playoffs: 
						Upper Final",79077,"Friday, March 25th 8:00 AM PDT",Haven,FNATIC,10.0,FunPlus Phoenix,13.0,Boaster,FNC,breach,1.04,213.0,1.0,,148.0,16.0,16.0,11.0,Playoffs
Twitch Rivals: VALORANT Launch Showdown,"Europe 1: 
						Group C",280,"Friday, June 5th 6:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,CYA,,,0.0,,,,0.0,0.0,0.0,Regular Season
Twitch Rivals: VALORANT Launch Showdown,"Europe 1: 
						Group C",279,"Friday, June 5th 5:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,CYA,,,0.0,,,,0.0,0.0,0.0,Regular Season
Twitch Rivals: VALORANT Launch Showdown,"Europe 1: 
						Group C",277,"Friday, June 5th 4:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,CYA,,,0.0,,,,0.0,0.0,0.0,Regular Season
Champions Tour EMEA Stage 2: Challengers,"Playoffs: 
						Upper Final",107529,"Friday, June 24th 7:05 AM PDT",Bind,Guild Esports,9.0,FNATIC,13.0,Boaster,FNC,astra,1.34,222.0,1.308,,138.0,17.0,13.0,10.0,Playoffs
Champions Tour EMEA Stage 2: Challengers,"Playoffs: 
						Upper Final",107529,"Friday, June 24th 7:05 AM PDT",Haven,Guild Esports,11.0,FNATIC,13.0,Boaster,FNC,omen,0.56,120.0,0.562,,66.0,9.0,16.0,10.0,Playoffs
Valorant Masters Toronto 2025,"Playoffs: 
						Lower Round 3",498633,"Friday, June 20th 11:40 AM PDT",Lotus,G2 Esports,10.0,FNATIC,13.0,Boaster,FNC,omen,0.6,105.0,0.438,,76.0,7.0,16.0,10.0,Playoffs
Valorant Masters Toronto 2025,"Playoffs: 
						Lower Round 3",498633,"Friday, June 20th 11:40 AM PDT",Split,G2 Esports,10.0,FNATIC,13.0,Boaster,FNC,astra,1.43,241.0,1.5,,170.0,21.0,14.0,10.0,Playoffs
Champions Tour 2023: Masters Tokyo,"Playoffs: 
						Upper Quarterfinals",220442,"Friday, June 16th 8:00 PM PDT",Fracture,FNATIC,13.0,NRG,9.0,Boaster,FNC,brimstone,0.91,211.0,1.0,,115.0,15.0,15.0,9.0,Playoffs
Champions Tour 2023: Masters Tokyo,"Playoffs: 
						Upper Quarterfinals",220442,"Friday, June 16th 8:00 PM PDT",Bind,FNATIC,13.0,NRG,4.0,Boaster,FNC,brimstone,1.12,162.0,1.125,,104.0,9.0,8.0,10.0,Playoffs
Champions Tour Europe Stage 3: Challengers 2,"Main Event: 
						Lower Round 3",28918,"Friday, July 30th 10:45 AM PDT",Icebox,FNATIC,13.0,TENSTAR,3.0,Boaster,FNC,sova,1.0,149.0,1.25,,98.0,10.0,8.0,3.0,Regular Season
Champions Tour Europe Stage 3: Challengers 2,"Main Event: 
						Lower Round 3",28918,"Friday, July 30th 10:45 AM PDT",Breeze,FNATIC,13.0,TENSTAR,9.0,Boaster,FNC,astra,0.96,198.0,1.071,,100.0,15.0,14.0,6.0,Regular Season
VCT 2025: EMEA Stage 2,"Group Stage: 
						Week 2",511554,"Friday, July 25th 11:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,FNC,,,,,,,,,,Regular Season
VCT 2025: EMEA Stage 2,"Group Stage: 
						Week 2",511554,"Friday, July 25th 11:00 AM PDT",TBD,KOI,0.0,FNATIC,0.0,Boaster,FNC,,,,,,,,,,Regular Season
Valorant Champions Tour Stage 2: Masters Copenhagen,"Playoffs: 
						Lower Round 3",112332,"Friday, July 22nd 11:15 AM PDT",Split,FunPlus Phoenix,13.0,FNATIC,15.0,Boaster,FNC,omen,1.02,168.0,1.062,,105.0,17.0,16.0,6.0,Playoffs
Valorant Champions Tour Stage 2: Masters Copenhagen,"Playoffs: 
						Lower Round 3",112332,"Friday, July 22nd 11:15 AM PDT",Bind,FunPlus Phoenix,13.0,FNATIC,7.0,Boaster,FNC,astra,0.57,149.0,0.588,,102.0,10.0,17.0,4.0,Playoffs
Valorant Champions Tour Stage 2: Masters Copenhagen,"Playoffs: 
						Lower Round 3",112332,"Friday, July 22nd 11:15 AM PDT",Fracture,FunPlus Phoenix,13.0,FNATIC,5.0,Boaster,FNC,brimstone,0.48,125.0,0.438,,73.0,7.0,16.0,5.0,Playoffs
VCT 2025: EMEA Stage 2,"Group Stage: 
						Week 1",511548,"Friday, July 18th 11:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,FNC,,,,,,,,,,Regular Season
VCT 2025: EMEA Stage 2,"Group Stage: 
						Week 1",511548,"Friday, July 18th 11:00 AM PDT",TBD,FNATIC,0.0,Karmine Corp,0.0,Boaster,FNC,,,,,,,,,,Regular Season
VCT 2025: EMEA Kickoff,"Main Event: 
						Lower Round 3",429397,"Friday, January 31st 9:00 AM PST",Abyss,FUT Esports,13.0,FNATIC,10.0,Boaster,FNC,astra,0.83,151.0,0.688,,105.0,11.0,16.0,7.0,Regular Season
VCT 2025: EMEA Kickoff,"Main Event: 
						Lower Round 3",429397,"Friday, January 31st 9:00 AM PST",Fracture,FUT Esports,13.0,FNATIC,6.0,Boaster,FNC,brimstone,0.52,118.0,0.5,,87.0,8.0,16.0,8.0,Regular Season
Red Bull Home Ground,"Main Event: 
						Quarterfinals",9108,"Friday, January 29th 6:30 AM PST",Ascent,SUMN FC,13.0,Monkey Business,6.0,Boaster,SUMN,breach,,224.0,1.25,,132.0,15.0,12.0,10.0,Playoffs
Red Bull Home Ground,"Main Event: 
						Quarterfinals",9108,"Friday, January 29th 6:30 AM PST",Haven,SUMN FC,13.0,Monkey Business,5.0,Boaster,SUMN,breach,,252.0,1.778,,157.0,16.0,9.0,14.0,Playoffs
VCT 2025: EMEA Kickoff,"Main Event: 
						Upper Quarterfinals",429385,"Friday, January 17th 9:00 AM PST",Abyss,FNATIC,8.0,BBL Esports,13.0,Boaster,FNC,omen,1.07,228.0,1.133,,142.0,17.0,15.0,8.0,Playoffs
VCT 2025: EMEA Kickoff,"Main Event: 
						Upper Quarterfinals",429385,"Friday, January 17th 9:00 AM PST",Fracture,FNATIC,13.0,BBL Esports,8.0,Boaster,FNC,brimstone,1.43,260.0,1.538,,158.0,20.0,13.0,15.0,Playoffs
VCT 2025: EMEA Kickoff,"Main Event: 
						Upper Quarterfinals",429385,"Friday, January 17th 9:00 AM PST",Split,FNATIC,10.0,BBL Esports,13.0,Boaster,FNC,omen,0.92,175.0,0.765,,125.0,13.0,17.0,9.0,Playoffs
First Strike: Europe,"Main Event: 
						Quarterfinals",6871,"Friday, December 4th 8:00 AM PST",Bind,SUMN FC,13.0,Purple Cobras,4.0,Boaster,SUMN,breach,,211.0,1.0,,121.0,11.0,11.0,11.0,Playoffs
First Strike: Europe,"Main Event: 
						Quarterfinals",6871,"Friday, December 4th 8:00 AM PST",Haven,SUMN FC,13.0,Purple Cobras,8.0,Boaster,SUMN,breach,,138.0,0.727,,103.0,8.0,11.0,10.0,Playoffs
VCT 2025: EMEA Stage 2,"Group Stage: 
						Week 4",511573,"Friday, August 8th 11:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,FNC,,,,,,,,,,Regular Season
VCT 2025: EMEA Stage 2,"Group Stage: 
						Week 4",511573,"Friday, August 8th 11:00 AM PDT",TBD,Team Liquid,0.0,FNATIC,0.0,Boaster,FNC,,,,,,,,,,Regular Season
VCT 2025: EMEA Stage 2,"Group Stage: 
						Week 3",511566,"Friday, August 1st 8:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,FNC,,,,,,,,,,Regular Season
VCT 2025: EMEA Stage 2,"Group Stage: 
						Week 3",511566,"Friday, August 1st 8:00 AM PDT",TBD,Natus Vincere,0.0,FNATIC,0.0,Boaster,FNC,,,,,,,,,,Regular Season
Valorant Champions 2023,"Playoffs: 
						Lower Round 1",248278,"Friday, August 18th 12:00 PM PDT",Split,FNATIC,13.0,FUT Esports,5.0,Boaster,FNC,omen,0.92,147.0,0.818,,84.0,9.0,11.0,7.0,Playoffs
Valorant Champions 2023,"Playoffs: 
						Lower Round 1",248278,"Friday, August 18th 12:00 PM PDT",Haven,FNATIC,13.0,FUT Esports,9.0,Boaster,FNC,astra,0.83,144.0,0.846,,85.0,11.0,13.0,7.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Lower Round 1",378832,"Friday, August 16th 2:50 AM PDT",Haven,G2 Esports,3.0,FNATIC,13.0,Boaster,FNC,omen,0.36,58.0,0.3,,37.0,3.0,10.0,4.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Lower Round 1",378832,"Friday, August 16th 2:50 AM PDT",Bind,G2 Esports,11.0,FNATIC,13.0,Boaster,FNC,astra,0.66,106.0,0.692,,66.0,9.0,13.0,12.0,Playoffs
